Type,Name,URL,Date,Claim,Verdict
Claim,Donald Trump’ın Mexico City valisine tokat attığı iddiası,https://teyit.org/donald-trumpin-mexico-city-valisine-tokat-attigi-iddiasi/,2018-03-29,İDDİA / Video: ABD Başkanı Donald Trump Mexico City valisine tokat attı.,YANLIŞ
Claim,Kürtler Camii’nin isminin Türkler Camii olarak değiştirildiği iddiası,https://teyit.org/kurtler-camiinin-isminin-turkler-camii-olarak-degistirildigi-iddiasi/,2018-03-30,İDDİA: Kilis’te bulunan Kürtler Camii’nin ismi Türkler Camii olarak değiştirildi.,YANLIŞ
Claim,Kruger Ulusal Parkı’ndaki filin yorulan aslanlara eşlik ettiği iddiası,https://teyit.org/kruger-ulusal-parkindaki-filin-yorulan-aslanlara-eslik-ettigi-iddiasi/,2018-04-05,"İDDİA / Fotoğraf: Kruger Ulusal Parkı’ndaki fil, yürümekten yorulmuş aslanlara eşlik ediyor.",YANLIŞ
Claim,Yeni Akit Gazetesi’nin kara delik görselini buzladığı iddiası,https://teyit.org/yeni-akit-gazetesinin-kara-delik-gorselini-buzladigi-iddiasi/,2018-04-05,İDDİA / Fotoğraf: Yeni Akit Gazetesi attı tweette kara deliği buzladı.,YANLIŞ
Claim,Mona Sahlin ve Toblerone yolsuzluk davası,https://teyit.org/mona-sahlin-toblerone-yolsuzluk-davasi/,2018-04-06,"İDDİA: İsveç Sosyal Demokrat Partisi’nden Mona Sahlin’e, devletin tahsis ettiği kredi kartıyla kendisine çikolata aldığı gerekçesiyle soruşturma açıldı.",DOĞRU
Claim,Uzayda 5 ay kalan astronota 1.4 milyon dolar telefon faturası geldiği iddiası,https://teyit.org/uzayda-5-ay-kalan-astronota-1-4-milyon-dolar-telefon-faturasi-geldigi-iddiasi/,2018-04-09,İDDİA: Uzayda 5 ay kalan Kanadalı astronot Chris Hadfield’a 1.4 milyon dolar telefon faturası geldi.,YANLIŞ
Claim,Uzman çavuş Orhan Sürmen ve kanıyla ıslandığı iddia edilen Kuran-ı Kerim,https://teyit.org/uzman-cavus-orhan-surmen-ve-kaniyla-islandigi-iddia-edilen-kuran-i-kerim/,2018-03-14,İDDİA / Fotoğraf: Afrin Operasyonu’nda hayatını kaybeden Uzman Çavuş Orhan Sürmen’in kanının ıslattığı Kuran-ı Kerim.,YANLIŞ
Claim,Stephen Hawking’in Vietnam Savaşı karşıtı eyleme katıldığını gösteren fotoğraf,https://teyit.org/stephen-hawkingin-vietnam-savasi-karsiti-eyleme-katildigini-gosteren-fotograf/,2018-03-15,"İDDİA / Fotoğraf: İngiliz fizik profesörü Stephan Hawking, Vietnam Savaşı karşıtı bir eylemde.",YANLIŞ
Claim,Baş ağrısı şikayetiyle hastaneye giden adamın “beyinsiz” çıktığı iddiası,https://teyit.org/bas-agrisi-sikayetiyle-hastaneye-giden-adamin-beyinsiz-ciktigi-iddiasi/,2018-03-15,İDDİA: Baş ağrısıyla hastaneye giden adam beyinsiz olduğunu öğrendi.,YANLIŞ
Claim,İzmir Büyükşehir Belediyesi’nin diktiği kadın heykeli iddiası,https://teyit.org/izmir-buyuksehir-belediyesinin-diktigi-kadin-heykeli-iddiasi/,2018-03-16,İDDİA / Fotoğraf: CHP İzmir Büyükşehir Belediyesi tarafından yapılan etekli kadın heykeli.,YANLIŞ
Claim,"Angela Merkel, Theresa May ve Gina Haspel’in aynı fotoğrafta olduğu iddası",https://teyit.org/angela-merkel-theresa-may-gina-haspelin-ayni-fotografta-oldugu-iddasi/,2018-03-18,"İDDİA / Fotoğraf: Almanya Başbakanı Angela Merkel, İngiltere başbakanı Theresa May ve CIA’in yeni başkanı Gina Haspel aynı karede.",BELİRSİZ
Claim,Afrin’de Hristiyanlara ait mezarlıkların ÖSO militanları tarafından parçalandığını gösteren video iddiası,https://teyit.org/afrinde-hristiyanlara-ait-mezarliklarin-oso-militanlari-tarafindan-parcalandigini-gosteren-video-iddiasi/,2018-03-20,İDDİA / Video: Afrin’de Hristiyanlara ait mezarlıklar ÖSO militanları tarafından parçalanıyor.,YANLIŞ
Claim,CIA Başkanı Gina Haspel’i işkence yaparken gösteren fotoğraf iddiası,https://teyit.org/cia-baskani-gina-haspeli-iskence-yaparken-gosteren-fotograf-iddiasi/,2018-03-19,İDDİA / Fotoğraf: CIA Başkanı Gina Haspel’in Irak’ta işkence yaparken çekilen fotoğrafı.,YANLIŞ
Claim,İsrail Devleti’nin kurucusu Ben Gurion’un İstanbul Üniversitesi’nde eğitim gördüğü iddiası,https://teyit.org/israil-devletinin-kurucusu-ben-gurionun-istanbul-universitesinde-egitim-gordugu-iddiasi/,2018-03-22,"İDDİA / Fotoğraf: İsrail Devleti’nin kurucusu David Ben Gurion, İstanbul Üniversitesi’nde hukuk öğrenimi gördü ve Osmanlı Devleti’ne karşı İngilizlerle beraber savaştı.",DOĞRU
Claim,ABD bankalarını hackleyen Hamza Bendelladj’ın idam cezasına çarptırıldığı iddiası,https://teyit.org/abd-bankalarini-hackleyen-hamza-bendelladjin-idam-cezasina-carptirildigi-iddiasi/,2018-03-23,İddia: ABD bankalarını hackleyip Filistinli yardım kuruluşlarına para gönderen Hamza Bendelladj idam cezasına çarptırıldı.,KARMA
Claim,Kanadalı doktorların maaşlarına yapılan zammı protesto ettiği iddiası,https://teyit.org/kanadali-doktorlarin-maaslarina-yapilan-zammi-protesto-ettigi-iddiasi/,2018-03-13,"İDDİA: Kanada’da doktorlar, maaşlarının çok yüksek olduğunu söyleyerek yapılan zammı protesto etti.",DOĞRU
Claim,Show TV’nin “kayıp hizmetçinin faili” olduğu iddiasıyla kullandığı fotoğraf,https://teyit.org/show-tvnin-kayip-hizmetcinin-faili-oldugu-iddiasiyla-kullandigi-fotograf/,2018-03-12,"İDDİA / Fotoğraf: Show TV'nin, 'Kayıp hizmetçinin cesedi derin dondurucuda bulundu' haberinde faile ait olduğu belirtilen fotoğraf.",YANLIŞ
Claim,Fotoğrafların Sarıyer Spor Kulübü’nün otobüsüne yapılan taşlı saldırıyı gösterdiği iddiası,https://teyit.org/fotograflarin-sariyer-spor-kulubunun-otobusune-yapilan-tasli-saldiriyi-gosterdigi-iddiasi/,2018-03-12,İDDİA / Fotoğraf: Sarıyer Spor Kulübü’nün otobüsüne yapılan taşlı saldırı.,YANLIŞ
Claim,Çölde tek başına yürüyerek Suriye’den Ürdün’e geçmeye çalışan çocuk,https://teyit.org/colde-tek-basina-yuruyerek-suriyeden-urdune-gecmeye-calisan-cocuk/,2018-03-05,İDDİA / Fotoğraf: 4 yaşındaki çocuk çölde tek başına Suriye'den Ürdün'e geçmeye çalışıyor.,YANLIŞ
Claim,Fotoğrafın Doğu Guta’da kafes içinde gezdirilen Alevi çocukları gösterdiği iddiası,https://teyit.org/fotografin-dogu-guta-da-kafes-icinde-gezdirilen-alevi-cocuklari-gosterdigi-iddiasi/,2018-03-05,İDDİA / Fotoğraf: Doğu Guta’da Alevi çocuklar kafes içinde gezdiriliyor.,YANLIŞ
Claim,Cumhurbaşkanı Erdoğan’ın Afrin’de 8 askerin hayatını kaybetmesinin ardından davul çaldığı iddiası,https://teyit.org/cumhurbaskani-erdoganin-afrinde-8-askerin-hayatini-kaybetmesinin-ardindan-davul-caldigi-iddiasi/,2018-03-06,"İDDİA / Video: Afrin’de 8 şehit verildikten sonra Cumhurbaşkanı Erdoğan, Tanzanya’da davul çaldı.",YANLIŞ
Claim,Birbirine sarılan yaşlı çift fotoğrafının Marmaray Üsküdar durağından olduğu iddiası,https://teyit.org/birbirine-sarilan-yasli-cift-fotografinin-marmaray-uskudar-duragindan-oldugu-iddiasi/,2018-03-08,İDDİA / Fotoğraf: Marmaray Üsküdar durağında birbirlerine sarılan yaşlı çift.,YANLIŞ
Claim,Kaldırım yapmak için kesilen ağaçların Türkiye’den olduğu iddiası,https://teyit.org/kaldirim-yapmak-icin-kesilen-agaclarin-turkiyeden-oldugu-iddiasi/,2018-02-23,İDDİA / Fotoğraf: Türkiye'de kaldırım yapmak için kesilen ağaçlar.,YANLIŞ
Claim,ABD’li sanatçının 46 milyon dolara satılan tablosunun ketçapla yapıldığı iddiası,https://teyit.org/abdli-sanatcinin-46-milyon-dolara-satilan-tablosunun-ketcapla-yapildigi-iddiasi/,2018-02-23,İDDİA / Fotoğraf: ABD’li sanatçının 46 milyon dolara satılan eseri ketçapla yapıldı.,YANLIŞ
Claim,A Haber’in “Şeker hastalığı bitecek” alt bandı kullandığı iddiası,https://teyit.org/a-haberin-seker-hastaligi-bitecek-alt-bandi-kullandigi-iddiasi/,2018-02-24,İDDİA / Fotoğraf: A Haber “14 fabrika özelleştirilince şeker hastalığı %14 düşecek” alt bandı kullandı.,YANLIŞ
Claim,Ölen sahibinin fotoğrafını telefonda gören kedi videosu,https://teyit.org/olen-sahibinin-fotografini-telefonda-goren-kedi-videosu/,2018-02-27,İDDİA / Video: Ölen sahibinin fotoğrafını telefonda gören kedi.,YANLIŞ
Claim,TRT’nin buz pateni yapan kadın sporcuyu kendi logosuyla sansürlediği iddiası,https://teyit.org/trtnin-buz-pateni-yapan-kadin-sporcuyu-kendi-logosuyla-sansurledigi-iddiasi/,2018-02-27,İDDİA / Video: TRT buz pateni gösterisi yapan kadın sporcuları TRT logosuyla sansürledi.,YANLIŞ
Claim,Markete giren silahlı hırsızı etkisiz hale getiren kaykaycı hırsızlar,https://teyit.org/markete-giren-silahli-hirsizi-etkisiz-hale-getiren-kaykayci-hirsizlar/,2018-02-22,İDDİA / Video: Hırsızlık yaptıkları markete giren silahlı hırsızı etkisiz hale getiren kaykaycı hırsızlar.,YANLIŞ
Claim,Adana’da cinsel istismara uğradığı belirtilen kız çocuğunun öldüğü iddiası,https://teyit.org/adanada-cinsel-istismara-ugradigi-belirtilen-kiz-cocugunun-oldugu-iddiasi/,2018-02-16,İDDİA: Adana'da cinsel istismara uğradığı belirtilen kız çocuğunun öldüğü iddiası,YANLIŞ
Claim,Fotoğrafın Muş’taki bir temizlik işçisinin oluşturduğu kütüphaneyi gösterdiği iddiası,https://teyit.org/fotografin-mustaki-bir-temizlik-iscisinin-olusturdugu-kutuphaneyi-gosterdigi-iddiasi/,2018-02-19,İDDİA / Fotoğraf: Muş Belediyesi’nde çalışan bir işçi çöpten topladığı kitaplarla kütüphane yaptı.,YANLIŞ
Claim,Çiftçinin kezzap kullanarak biber yetiştirdiğini itiraf ettiği iddiası,https://teyit.org/ciftcinin-kezzap-kullanarak-biber-yetistirdigini-itiraf-ettigi-iddiasi/,2018-02-21,İDDİA / Video: Kezzapla sebze yetiştirdiğini itiraf eden çiftçi.,YANLIŞ
Claim,Videonun sarımsaktan kaçan canlı kanser hücresini gösterdiği iddiası,https://teyit.org/videonun-sarimsaktan-kacan-canli-kanser-hucresini-gosterdigi-iddiasi/,2018-02-13,"İDDİA / Video: Canlı kanser hücresi sarımsaktan kaçarken, altın yüzüğe doğru yaklaşıyor.",YANLIŞ
Claim,Facebook’ta yoruma “BFF” yazıldığında yazı yeşil oluyorsa hesabın güvende olduğu iddiası,https://teyit.org/facebookta-yoruma-bff-yazildiginda-yazi-yesil-oluyorsa-hesabin-guvende-oldugu-iddiasi/,2018-02-14,İDDİA: Facebook’ta yoruma “BFF” yazıldığında yazı yeşil oluyorsa Facebook hesabı güvende anlamına geliyor.,YANLIŞ
Claim,Starbucks’ın kahvelerinde fil dışkısı kullandığını kabul ettiği iddiası,https://teyit.org/starbucksin-kahvelerinde-fil-diskisi-kullandigini-kabul-ettigi-iddiasi/,2018-02-15,İDDİA: Starbucks kahvelerinde fil dışkısı kullandığını kabul etti.,YANLIŞ
Claim,Fotoğrafın Suriye’de ABD tarafından bombalanan konvoyu gösterdiği iddiası,https://teyit.org/fotografin-suriyede-abd-tarafindan-bombalanan-konvoyu-gosterdigi-iddiasi/,2018-02-12,İDDİA / Fotoğraf: Suriye’de ABD tarafından bombalanan konvoy.,YANLIŞ
Claim,Fotoğrafların Afrin’de TSK’ya ait tankların imha edildiğini gösterdiği iddiası,https://teyit.org/fotograflarin-afrinde-tskya-ait-tanklarin-imha-edildigini-gosterdigi-iddiasi/,2018-01-22,İDDİA / Fotoğraf: Afrin Harekatı’nda saldırıya uğrayan TSK’ya ait tanklar.,YANLIŞ
Claim,Videonun Zeytin Dalı Harekatı sırasında ateşlenen roketleri gösterdiği iddiası,https://teyit.org/videonun-zeytin-dali-harekati-sirasinda-ateslenen-roketleri-gosterdigi-iddiasi/,2018-01-22,İDDİA / Video: Zeytin Dalı Harekatı sırasında ateşlenen roketler.,YANLIŞ
Claim,Fotoğrafın YPG tarafından esir alınan Türk askerlerini gösterdiği iddiası,https://teyit.org/fotografin-ypg-tarafindan-esir-alinan-turk-askerlerini-gosterdigi-iddiasi/,2018-01-22,İDDİA / Fotoğraf: YPG tarafından esir alınan Türk askerleri.,YANLIŞ
Claim,Videonun Afrin harekatı sırasında atılan roketleri gösterdiği iddiası,https://teyit.org/videonun-afrin-harekati-sirasinda-atilan-roketleri-gosterdigi-iddiasi/,2018-01-23,İDDİA / Video: TSK’nın başlattığı Afrin Harekatı sırasında yapılan ilk roket atışları.,KARMA
Claim,Fotoğrafın Afrin’de esir alınan Türk askerlerini gösterdiği iddiası,https://teyit.org/fotografin-afrin-de-esir-alinan-turk-askerlerini-gosterdigi-iddiasi/,2018-01-24,İDDİA / Fotoğraf: Afrin’de YPG tarafından rehin alınan Türk askerleri.,YANLIŞ
Claim,Videonun Afrin’deki operasyondan sıcak görüntüleri gösterdiği iddiası,https://teyit.org/videonun-afrindeki-operasyondan-sicak-goruntuleri-gosterdigi-iddiasi/,2018-01-24,İDDİA / Video: Afrin’deki operasyondan sıcak görüntüler.,YANLIŞ
Claim,Trabzonspor’un stadyumunda Fenerbahçe marşı çalındığı iddiası,https://teyit.org/trabzonsporun-stadyumunda-fenerbahce-marsi-calindigi-iddiasi/,2018-01-26,İDDİA / Video: Trabzonspor’un sahası Medikal Park Stadyumu’nda Fenerbahçe marşı çalındı.,YANLIŞ
Claim,Fotoğrafın Türkiye’ye bağlı askeri güçlerin Katar’da bir sivili öldürdüğünü gösterdiği iddiası,https://teyit.org/fotografin-turkiyeye-bagli-askeri-guclerin-katarda-bir-sivili-oldurdugunu-gosterdigi-iddiasi/,2018-01-30,İDDİA / Fotoğraf: Türkiye askeri güçleri Katar’da sivilleri öldürdü.,YANLIŞ
Claim,Videonun YPG’liler tarafından revir olarak kullanılan sığınağı gösterdiği iddiası,https://teyit.org/videonun-ypgliler-tarafindan-revir-olarak-kullanilan-siginagi-gosterdigi-iddiasi/,2018-01-30,İDDİA / Video: Afrin’de YPG’liler tarafından revir olarak kullanılan sığınak.,KARMA
Claim,Uzun dönem askerlik süresinin 18 aya çıkartıldığı iddiası,https://teyit.org/uzun-donem-askerlik-suresinin-18-aya-cikartildigi-iddiasi/,2018-02-02,İDDİA: Uzun dönem askerlik süresi uzatıldı.,YANLIŞ
Claim,ABD’nin Kudüs kararından sonra Filistinlilerin BM’de halay çektiği iddiası,https://teyit.org/abdnin-kudus-kararindan-sonra-filistinlilerin-bmde-halay-cektigi-iddiasi/,2018-02-05,İDDİA / Video: BM Filistin temsilcileri ABD’yi protesto etmek için salonda müzik açıp halay çektiler.,YANLIŞ
Claim,Fotoğrafta arkası dönük eli belindeki askerin İsmet İnönü olduğu iddiası,https://teyit.org/fotografta-arkasi-donuk-eli-belindeki-askerin-ismet-inonu-oldugu-iddiasi/,2018-02-03,İDDİA / Fotoğraf: İsmet İnönü’nün üniformalı fotoğrafı.,YANLIŞ
Claim,Robert Pattinson’un NY Times’a verdiği röportajda Müslüman olduğunu açıkladığı iddiası,https://teyit.org/robert-pattinson-un-ny-timesa-verdigi-roportajda-musluman-oldugunu-acikladigi-iddiasi/,2018-02-05,"İDDİA: Oyuncu Robert Pattinson, New York Times’a verdiği röportajda Müslüman olduğunu açıkladı.",YANLIŞ
Claim,Erdoğan’ın Papa ziyaretinde “denk koltuk” krizi yaşandığı iddiası,https://teyit.org/erdoganin-papa-ziyaretinde-denk-koltuk-krizi-yasandigi-iddiasi/,2018-02-06,İDDİA / Fotoğraf: Cumhurbaşkanı Erdoğan ve Papa arasında yaşanan “denk koltuk” krizi.,YANLIŞ
Claim,Mersin İl Müftülüğü’ne “çocuk evlendirme dairesi” pankartı asıldığı iddiası,https://teyit.org/mersin-il-muftulugune-cocuk-evlendirme-dairesi-pankarti-asildigi-iddiasi/,2018-02-06,"İDDİA / Fotoğraf: Mersin'de Müftülük binası tabelasına ""çocuk evlendirme dairesi"" pankartı asıldı.",KARMA
Claim,“Alo” sözcüğünün Graham Bell’in sevgilisi Allessandra Lolita Oswaldo’nun isminden geldiği iddiası,https://teyit.org/alo-sozcugunun-graham-bellin-sevgilisi-allessandra-lolita-oswaldonun-isminden-geldigi-iddiasi/,2018-02-07,İDDİA: “Alo” sözcüğü Graham Bell’in sevgilisi Allessandra Lolita Oswaldo’nun isminin ilk harflerinden ortaya çıkmıştır.,YANLIŞ
Claim,Fotoğrafın kendi aracına Türkiye bayrağı yapıştıran ABD askerini gösterdiği iddiası,https://teyit.org/fotografin-kendi-aracina-turkiye-bayragi-yapistiran-abd-askerini-gosterdigi-iddiasi/,2018-02-09,İDDİA / Fotoğraf: Sivillere saldırmak için aracına Türkiye bayrağı yapıştıran ABD’li asker.,YANLIŞ
Claim,“Vampirler neden uzun yaşar?” isimli konferans iddiası,https://teyit.org/vampirler-uzun-yasar-isimli-konferans-iddiasi/,2018-02-08,İDDİA: “Vampirler neden uzun yaşar” isimli konferans.,DOĞRU
Claim,Brezilya’dan ithal edilen hayvanların Türkiye’ye kötü koşullarda getirildiği iddiası,https://teyit.org/brezilyadan-ithal-edilen-hayvanlarin-turkiyeye-kotu-kosullarda-getirildigi-iddiasi/,2018-02-12,İDDİA/ Fotoğraf: Brezilya’dan Türkiye’ye kötü koşullar altında ithal edilen hayvanlar.,DOĞRU
Claim,Videonun Afrin hava harekatında görevli F-16’lara ait olduğu iddiası,https://teyit.org/videonun-afrin-hava-harekatinda-gorevli-f-16lara-ait-oldugu-iddiasi/,2018-01-21,İDDİA / Video: Afrin’e giren TSK pilotlarının görüntüleri.,YANLIŞ
Claim,Kırılan tasarruflu ampullerin cıva zehirlenmesine sebep olabildiği iddiası,https://teyit.org/kirilan-tasarruflu-ampullerin-civa-zehirlenmesine-sebep-olabildigi-iddiasi/,2017-12-19,İDDİA: Kırılan tasarruflu ampuller içlerindeki cıva nedeniyle zehirlenmeye sebep olabilir.,DOĞRU
Claim,Yeni kimlikler için yıllık 90 TL aidat ödeneceği iddiası,https://teyit.org/yeni-kimlikler-icin-yillik-90-tl-aidat-odenecegi-iddiasi/,2017-12-21,İDDİA: Yeni kimlik kartları için yılda 90 TL aidat ödenecek.,YANLIŞ
Claim,Videonun Filistinli çocuğa köpekle saldıran İsraillileri gösterdiği iddiası,https://teyit.org/videonun-filistinli-cocuga-kopekle-saldiran-israillileri-gosterdigi-iddiasi/,2017-12-26,İDDİA / Video: İsrailliler Filistinli bir çocuğa köpekle saldırdı.,YANLIŞ
Claim,Videonun Türkiye’deki bir kreşte çocukları döven öğretmeni gösterdiği iddiası,https://teyit.org/videonun-turkiyedeki-bir-kreste-cocuklari-doven-ogretmeni-gosterdigi-iddiasi/,2017-12-25,İDDİA / Video: Türkiye’deki bir kreşte çocuklara şiddet uygulayan öğretmen bulunamıyor.,YANLIŞ
Claim,Mehmet Akif Ersoy’un yazdığı iddia edilen yılbaşı şiiri,https://teyit.org/mehmet-akif-ersoyun-yazdigi-iddia-edilen-yilbasi-siiri/,2017-12-29,İDDİA: Şair Mehmet Akif Ersoy’un yılbaşı hakkında yazdığı şiir.,YANLIŞ
Claim,WhatsApp’tan gönderilen Noel kutlama mesajının virüs bulaştırdığı iddiası,https://teyit.org/whatsapptan-gonderilen-noel-kutlama-mesajinin-virus-bulastirdigi-iddiasi/,2017-12-28,İDDİA: WhatsApp’tan gönderilen “Noel Kutlama Mesajı” virüs bulaştırıyor.,YANLIŞ
Claim,Fotoğrafın şapka takmadıkları için CHP’nin idam ettiği insanları gösterdiği iddiası,https://teyit.org/fotografin-sapka-takmadiklari-icin-chpnin-idam-ettigi-insanlari-gosterdigi-iddiasi/,2018-01-02,İDDİA / Fotoğraf: CHP’nin şapka takmadıkları için astığı insanlar.,YANLIŞ
Claim,Videonun Çin’de Müslüman bir Uygur Türküne şiddet uygulandığını gösterdiği iddiası,https://teyit.org/videonun-cinde-uygurlu-muslumana-siddet-uygulandigini-gosterdigi-iddiasi/,2018-01-03,İDDİA / Video: Çin’de Uygurlu Müslümana yapılan işkence.,YANLIŞ
Claim,Videonun İran’da rejimi protesto edenleri gösterdiği iddiası,https://teyit.org/videonun-iranda-rejimi-protesto-edenleri-gosterdigi-iddiasi/,2018-01-04,İDDİA / Video: İran’da 300 bin kişi şeriat rejimine isyan ediyor.,YANLIŞ
Claim,Fotoğrafın Bolu’da yaşayan 11 yaşındaki hamile kız çocuğunu gösterdiği iddiası,https://teyit.org/fotografin-boluda-yasayan-11-yasindaki-hamile-kiz-cocugunu-gosterdigi-iddiasi/,2018-01-09,İDDİA / Fotoğraf: Bolu’da imam nikahıyla evlendirilen 11 yaşındaki kızın sekiz aylık hamile olduğu ortaya çıktı.,YANLIŞ
Claim,Trump hakkındaki kitapta ABD Başkanı’nın gorillerle konuştuğunun belirtildiği iddiası,https://teyit.org/trump-hakkindaki-kitapta-abd-baskaninin-gorillerle-konustugunun-belirtildigi-iddiasi/,2018-01-08,"İDDİA: “Fire and Fury” isimli kitapta, ABD Başkanı Trump’ın goril kanalı izlediği ve gorillerle konuştuğu belirtildi.",YANLIŞ
Claim,Keskinoğlu ve virüslü yumurtalar iddiası,https://teyit.org/keskinoglu-ve-viruslu-yumurtalar-iddiasi/,2018-01-10,İDDİA: Keskinoğlu markalı yumurtalarda virüs olduğu için tavukları imha edildi. Virüslü yumurtalar Türkiye’nin her yerine gönderiliyor.,YANLIŞ
Claim,"Din görevlileri, Boşnaklar, Arnavutlar ve Arapların Çanakkale’de savaşmadığı iddiası",https://teyit.org/din-gorevlileri-bosnaklar-arnavutlar-araplarin-canakkalede-savasmadigi-iddiasi/,2018-01-15,"İDDİA: Çanakkale Savaşı'nda din görevlileri, Boşnaklar, Arnavutlar ve Araplar askerlikten muaf tutuldu. Hiçbiri Çanakkale'de savaşmadı.",KARMA
Claim,Çorabın içine bir dilim soğan koymanın bazı hastalıklara iyi geldiği iddiası,https://teyit.org/corabin-icine-bir-dilim-sogan-koymanin-bazi-hastaliklara-iyi-geldigi-iddiasi/,2018-01-16,"İDDİA: Çorabın içine bir dilim soğan koymak ağrı, yüksek ateş, nezle, enfeksiyon gibi sağlık problemlerine iyi geliyor.",YANLIŞ
Claim,TÜBİTAK’ın nohut suyunu tanesinden ayıran kaşığı son 15 yılın en başarılı projesi seçtiği iddiası,https://teyit.org/tubitakin-nohut-suyunu-tanesinden-ayiran-kasigi-son-15-yilin-en-basarili-projesi-sectigi-iddiasi/,2018-01-17,"İDDİA: TÜBİTAK, nohut suyunu tanesinden ayıran kaşık projesini son 15 yılın en başarılı projesi olarak seçti.",YANLIŞ
Claim,Fotoğrafın meclisin önünde kendisini ateşe veren kişiye ait olduğu iddiası,https://teyit.org/fotografin-meclisin-onunde-kendisini-atese-veren-kisiye-ait-oldugu-iddiasi/,2018-01-19,İDDİA / Fotoğraf: TBMM önünde benzin dökerek kendini yakan vatandaş.,YANLIŞ
Claim,CHP Kadın Kolları’nın açtığı bir pankartta “sevişiriz cenabet gezeriz” yazdığı iddiası,https://teyit.org/chp-kadin-kollarinin-actigi-bir-pankartta-sevisiriz-cenabet-gezeriz-yazdigi-iddiasi/,2018-01-19,"İDDİA / Fotoğraf: CHP Kadın Kolları’nın açtığı bir pankartta, “sevişiriz cenabet gezeriz” yazıyor.",YANLIŞ
Claim,Videonun Afrin’deki sıcak çatışmaları gösterdiği iddiası,https://teyit.org/videonun-afrindeki-sicak-catismalari-gosterdigi-iddiasi/,2018-01-21,İDDİA / Video: Afrin’de sıcak çatışma görüntüleri.,YANLIŞ
Claim,Fotoğrafın Afrin Harekatı sırasında yaralanan bir çocuğu gösterdiği iddiası,https://teyit.org/fotografin-afrin-harekati-sirasinda-yaralanan-bir-cocugu-gosterdigi-iddiasi/,2018-01-21,İDDİA / Fotoğraf: TSK’nın Afrin Harekatı’nda yaralanan çocuk.,KARMA
Claim,Videonun İsrail polisinin Filistinli bir çocuğu boğarak öldürdüğünü gösterdiği iddiası,https://teyit.org/videonun-israil-polisinin-filistinli-bir-cocugu-bogarak-oldurdugunu-gosterdigi-iddiasi/,2017-12-18,İDDİA / Video: İsrail polisi Filistinli bir çocuğu boğarak öldürdü.,YANLIŞ
Claim,Fotoğrafın İran’da evlendirilen çocuk gelinleri gösterdiği iddiası,https://teyit.org/fotografin-iranda-evlendirilen-cocuk-gelinleri-gosterdigi-iddiasi/,2017-11-23,İDDİA / Fotoğraf: İran’da evlendirilen çocuk gelinler.,YANLIŞ
Claim,Osman Gökçek’e para transfer edildiğini gösteren belge gerçek değil,https://teyit.org/osman-gokceke-para-transfer-edildigini-gosteren-belge-gercek-degil/,2017-11-22,İDDİA / Fotoğraf: Reza Zarrab’ın Osman Gökçek’e gönderdiği para transferinin dökümü.,YANLIŞ
Claim,Çamlıca Tepesi’ndeki tahribat iddiası ve karşılaştırmalı fotoğrafları,https://teyit.org/camlica-tepesindeki-tahribat-iddiasi-ve-karsilastirmali-fotograflari/,2017-11-27,İDDİA / Fotoğraf: Çamlıca Tepesi’ne yapılan Çamlıca Camii inşaatının yol açtığı tahribat.,KARMA
Claim,Rusya kaynaklı nükleer sızıntı ve radyoaktif bulutların Türkiye’den geçtiği iddiası,https://teyit.org/rusya-kaynakli-nukleer-sizinti-radyoaktif-bulutlarin-turkiyeden-gectigi-iddiasi/,2017-11-28,İDDİA: Rusya’da meydana gelen nükleer sızıntı nedeniyle radyasyon yüklü bulutlar Türkiye’yi de etkiledi.,KARMA
Claim,Videonun Japonya’da görevlilerin yolcuları metroya sığdırmaya çalıştığını gösterdiği iddiası,https://teyit.org/japonyada-gorevlilerin-yolculari-metroya-sigdirmaya-calistigi-iddiasi/,2017-11-24,İDDİA / Video: Japonya’da görevliler yolcuları metroya sığdırmaya çalıştı.,DOĞRU
Claim,Tokyo’da insan eti satan restoran açıldığı iddiası,https://teyit.org/tokyo-da-insan-eti-satan-restoran-acildigi-iddiasi/,2017-12-04,İDDİA: Tokyo’da insan eti satan restoran açıldı.,YANLIŞ
Claim,Fotoğrafın Mardin’de okul duvarına çizilen bir resmi gösterdiği iddiası,https://teyit.org/fotografin-mardinde-okul-duvarina-cizilen-bir-resmi-gosterdigi-iddiasi/,2017-12-05,İDDİA / Fotoğraf: Mardin’de bir öğretmenin duvara çizdiği resim.,YANLIŞ
Claim,Fotoğrafın matadorun son boğa güreşini gösterdiği iddiası,https://teyit.org/fotografin-matadorun-son-boga-guresini-gosterdigi-iddiasi/,2017-12-06,"İDDİA / Fotoğraf: Boğa güreşi sırasında, boğa kendisine saldırmayınca işini bırakan matador.",YANLIŞ
Claim,Kanada’da Türkiye’deki kadınların seçme ve seçilme hakkıyla ilgili karikatür yayınlandığı iddiası,https://teyit.org/kanada-da-turkiyedeki-kadinlarin-secme-secilme-hakkiyla-ilgili-karikatur-yayinlandigi-iddiasi/,2017-12-06,İDDİA / Fotoğraf: Türkiye’de kadınlara seçme ve seçilme hakkı verilmesiyle ilgili Kanada’da yayınlanan karikatür.,DOĞRU
